市区町村コード,市区町村名,総人口,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,道路距離対象_65歳以上人口,道路距離対象_総人口,圏外65歳以上人口_変種D,圏外率_変種D,圏外総人口_変種D,圏外率_変種D_総人口,圏外65歳以上人口_変種A,圏外率_変種A,圏外総人口_変種A,圏外率_変種A_総人口,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種D,比_農水省÷変種A,比_農水省÷変種C125
05363,八郎潟町,5566,2417,243,637.0,2417,5566,1484,0.614,3459,0.6215,1617,0.669,3676,0.6604,2304,1176,0.4866,0.39,966.0,0.635,0.583,0.801
42391,佐々町,13901,3918,513,489.0,3918,13901,2399,0.6123,8565,0.6161,2711,0.6919,9641,0.6935,3138,1450,0.3701,0.3859,1514.0,0.63,0.558,1.043
10210,富岡市,47503,16323,2189,477.0,16323,47503,9993,0.6122,28712,0.6044,12588,0.7712,36919,0.7772,14417,6901,0.4228,0.1978,3230.0,0.323,0.256,0.468
21208,瑞浪市,37145,11640,1775,420.0,11640,37145,7124,0.612,19675,0.5297,8034,0.6902,22744,0.6123,10158,5547,0.4765,0.2857,3326.0,0.467,0.414,0.6
28209,豊岡市,77350,26473,3484,486.0,26473,77350,16190,0.6116,44349,0.5734,18269,0.6901,51250,0.6626,23780,13882,0.5244,0.3458,9170.0,0.565,0.501,0.659
02208,むつ市,53899,18155,2255,515.0,18146,53844,11085,0.6109,32033,0.5949,13022,0.7173,37738,0.7002,16192,7864,0.4332,0.3752,6847.0,0.614,0.523,0.866
36388,海陽町,8269,3829,699,351.0,3829,8269,2337,0.6103,5324,0.6439,2872,0.7501,6144,0.743,3169,2151,0.5618,0.4382,1697.0,0.718,0.584,0.78
01514,枝幸町,7543,2687,547,314.0,2687,7543,1638,0.6096,4371,0.5795,2104,0.783,5905,0.7828,2355,1656,0.6163,0.2659,717.0,0.436,0.34,0.431
01364,乙部町,3334,1531,215,456.0,1531,3332,933,0.6094,1790,0.5372,1122,0.7329,2306,0.6917,1531,854,0.5578,0.4095,635.0,0.672,0.559,0.734
40421,桂川町,12924,4526,448,647.0,4526,12924,2758,0.6094,7886,0.6102,3558,0.7861,10162,0.7863,3992,2041,0.451,0.3352,1516.0,0.55,0.426,0.743
18210,坂井市,88290,25366,2714,598.0,25366,88290,15450,0.6091,53215,0.6027,17833,0.703,61482,0.6964,22404,11636,0.4587,0.3148,8007.0,0.517,0.448,0.686
12211,成田市,132463,31394,3830,525.0,31394,132463,19112,0.6088,65763,0.4965,21851,0.696,79609,0.601,27413,13641,0.4345,0.2986,9360.0,0.49,0.429,0.687
02205,五所川原市,51385,18351,2237,525.0,18351,51385,11168,0.6086,29399,0.5721,13295,0.7245,34737,0.676,16424,8288,0.4516,0.3773,6928.0,0.62,0.521,0.835
01544,津別町,4373,1981,388,327.0,1981,4373,1205,0.6083,2732,0.6247,1471,0.7426,3418,0.7816,1762,1260,0.636,0.3586,709.0,0.59,0.483,0.564
47302,大宜味村,3051,1124,252,285.0,1111,3032,675,0.6076,1970,0.6497,778,0.6922,2223,0.7286,939,630,0.5605,0.3529,404.0,0.581,0.51,0.63
35208,岩国市,129110,46094,5230,564.0,46034,128978,27946,0.6071,68823,0.5336,30049,0.6519,75763,0.5868,37996,18537,0.4022,0.2457,11332.0,0.405,0.377,0.611
05214,にかほ市,23390,9137,910,643.0,9137,23388,5545,0.6069,13537,0.5788,6484,0.7096,15679,0.6703,8045,4698,0.5142,0.3116,2848.0,0.513,0.439,0.606
01371,せたな町,7328,3449,742,297.0,3449,7323,2093,0.6068,4408,0.6019,2355,0.6828,4928,0.6725,2728,1615,0.4683,0.4309,1500.0,0.71,0.631,0.92
27381,太子町,13073,3865,243,1018.0,3865,13073,2343,0.6062,7402,0.5662,2497,0.6461,7926,0.6063,3541,1300,0.3364,0.3792,1458.0,0.626,0.587,1.127
33203,津山市,99905,30482,5294,369.0,30482,99905,18474,0.6061,55892,0.5595,21753,0.7136,66839,0.669,26464,13821,0.4534,0.2939,8978.0,0.485,0.412,0.648
27216,河内長野市,101661,36027,1564,1474.0,36027,101661,21798,0.605,57464,0.5653,24997,0.6938,65705,0.6463,31561,13893,0.3856,0.381,13723.0,0.63,0.549,0.988
22224,菊川市,47965,12865,1971,418.0,12865,47965,7770,0.604,25665,0.5351,9169,0.7127,32273,0.6728,10428,6194,0.4815,0.2628,3381.0,0.435,0.369,0.546
27321,豊能町,18223,8626,444,1243.0,8626,18223,5210,0.604,11240,0.6168,6187,0.7173,13378,0.7341,6906,4012,0.4651,0.2968,2572.0,0.491,0.414,0.638
01693,標津町,5002,1569,413,243.0,1569,5002,947,0.6036,2981,0.596,1226,0.7814,3920,0.7837,1463,670,0.427,0.2616,411.0,0.433,0.335,0.613
09301,上三川町,31123,7373,1417,333.0,7373,31123,4448,0.6033,16641,0.5347,4869,0.6604,20251,0.6507,6675,3150,0.4272,0.234,1699.0,0.388,0.354,0.548
37404,多度津町,22200,7182,757,607.0,7182,22192,4330,0.6029,13547,0.6104,5011,0.6977,15259,0.6873,6157,2430,0.3383,0.255,1847.0,0.423,0.365,0.754
08210,下妻市,42528,12052,1994,387.0,12052,42528,7256,0.6021,24345,0.5724,8753,0.7263,29747,0.6995,11159,5889,0.4886,0.1644,1980.0,0.273,0.226,0.336
01399,京極町,2941,1110,227,313.0,1110,2941,668,0.6018,1649,0.5607,790,0.7117,2004,0.6814,904,554,0.4991,0.2714,302.0,0.451,0.381,0.544
43403,大津町,35181,7626,1000,488.0,7626,35181,4589,0.6018,16841,0.4787,4411,0.5784,18386,0.5226,6191,2942,0.3858,0.283,2160.0,0.47,0.489,0.734
15216,糸魚川市,40566,16242,1854,561.0,16242,40543,9770,0.6015,22178,0.547,11331,0.6976,26186,0.6455,13965,7539,0.4642,0.2581,4206.0,0.429,0.37,0.556
40211,筑後市,49070,13547,1393,622.0,13547,49070,8143,0.6011,27108,0.5524,9585,0.7075,32571,0.6638,11701,5060,0.3735,0.2822,3762.0,0.469,0.399,0.756
01347,長万部町,5109,2091,418,320.0,2091,5109,1257,0.6011,3034,0.5939,1637,0.7829,4067,0.796,1803,971,0.4644,0.3999,835.0,0.665,0.511,0.861
30203,橋本市,60811,20133,2017,639.0,20133,60811,12086,0.6003,37329,0.6139,13643,0.6776,41232,0.678,17240,9029,0.4485,0.3303,6644.0,0.55,0.487,0.736
17206,加賀市,63198,22677,2205,658.0,22677,63193,13596,0.5996,38288,0.6059,15330,0.676,43557,0.6892,19645,11207,0.4942,0.179,4059.0,0.298,0.265,0.362
31384,日吉津村,3470,980,104,603.0,980,3470,587,0.599,2327,0.6706,812,0.8286,2981,0.8591,812,411,0.4194,0.2011,198.0,0.336,0.243,0.479
10344,榛東村,14210,3784,685,354.0,3784,14210,2263,0.598,8474,0.5963,2646,0.6993,10666,0.7506,3469,1546,0.4086,0.1544,583.0,0.258,0.221,0.378
39386,いの町,21371,8413,1175,458.0,8413,21371,5031,0.598,11665,0.5458,6251,0.743,15099,0.7065,7584,3654,0.4343,0.193,1622.0,0.323,0.26,0.444
47306,今帰仁村,8868,3020,689,281.0,3020,8806,1806,0.598,4760,0.5405,2073,0.6864,5744,0.6477,2449,1628,0.5391,0.2564,774.0,0.429,0.374,0.476
42322,川棚町,13129,4342,548,507.0,4342,13129,2596,0.5979,7671,0.5843,2790,0.6426,8251,0.6285,3725,1995,0.4595,0.3718,1640.0,0.622,0.579,0.809
01516,豊富町,3974,1354,330,263.0,1354,3974,809,0.5975,2498,0.6286,1032,0.7622,3221,0.8105,1144,614,0.4535,0.274,372.0,0.459,0.359,0.604
01471,中川町,1528,586,148,253.0,586,1528,350,0.5973,932,0.6099,452,0.7713,1228,0.8037,516,358,0.6109,0.3365,200.0,0.563,0.436,0.551
40503,大刀洗町,15524,4445,565,504.0,4445,15524,2653,0.5969,8478,0.5461,2963,0.6666,9823,0.6328,4149,2220,0.4994,0.2891,1258.0,0.484,0.434,0.579
26366,精華町,36588,9088,576,1010.0,9088,36588,5424,0.5968,21375,0.5842,5945,0.6542,23571,0.6442,8196,2950,0.3246,0.3576,3231.0,0.599,0.547,1.102
37204,善通寺市,31785,9733,1286,484.0,9733,31785,5803,0.5962,19190,0.6037,6135,0.6303,20656,0.6499,8441,3833,0.3938,0.2583,2497.0,0.433,0.41,0.656
15218,五泉市,47597,17131,2083,526.0,17131,47597,10211,0.5961,27420,0.5761,11642,0.6796,31030,0.6519,15501,8121,0.4741,0.1702,2918.0,0.286,0.25,0.359
24543,紀北町,14459,6633,728,583.0,6633,14459,3946,0.5949,8549,0.5913,4513,0.6804,9640,0.6667,5391,3457,0.5212,0.3136,2097.0,0.527,0.461,0.602
02206,十和田市,60385,20312,3087,421.0,20312,60385,12073,0.5944,33223,0.5502,13763,0.6776,38963,0.6452,17946,8867,0.4365,0.3569,7253.0,0.6,0.527,0.818
09213,那須塩原市,115030,31959,6094,336.0,31959,115030,18982,0.5939,66431,0.5775,19221,0.6014,67829,0.5897,26919,12079,0.378,0.2371,7591.0,0.399,0.394,0.627
01668,白糠町,7286,3038,519,375.0,3035,7268,1801,0.5934,4263,0.5865,2035,0.6698,4913,0.6743,2854,1624,0.5346,0.2794,856.0,0.471,0.417,0.523
01434,秩父別町,2329,981,235,267.0,981,2329,582,0.5933,1300,0.5582,728,0.7421,1749,0.751,791,518,0.528,0.2372,234.0,0.4,0.32,0.449
43204,荒尾市,50815,18252,1633,715.0,18252,50815,10787,0.591,29633,0.5832,12686,0.695,33508,0.6594,14855,7578,0.4152,0.2872,5240.0,0.486,0.413,0.692
01458,東川町,8318,2752,668,264.0,2752,8318,1626,0.5908,4797,0.5767,2084,0.7573,6216,0.7473,2397,1538,0.5589,0.2971,820.0,0.503,0.392,0.532
01334,木古内町,3774,1895,318,381.0,1880,3750,1110,0.5904,2309,0.6157,1485,0.7836,2895,0.7671,1535,855,0.4512,0.3021,576.0,0.512,0.385,0.669
03206,北上市,93003,25214,4715,342.0,25214,93003,14870,0.5898,47064,0.506,17655,0.7002,59099,0.6355,22953,11692,0.4637,0.2452,6189.0,0.416,0.35,0.529
35203,山口市,193836,56284,7445,484.0,56253,193819,33175,0.5897,99664,0.5142,35657,0.6335,109711,0.566,46938,24667,0.4383,0.2197,12343.0,0.373,0.347,0.501
01555,遠軽町,19241,7236,1047,442.0,7236,19241,4266,0.5896,11030,0.5733,5539,0.7655,14531,0.7552,6588,3227,0.446,0.3184,2302.0,0.54,0.416,0.714
41202,唐津市,116971,38150,4653,525.0,38120,116867,22462,0.5892,62686,0.5364,25238,0.6615,72295,0.6181,31562,18377,0.4817,0.2415,9266.0,0.41,0.365,0.501
01220,士別市,17858,7344,1233,381.0,7344,17858,4324,0.5888,10075,0.5642,5152,0.7015,12127,0.6791,5930,2370,0.3227,0.3282,2412.0,0.557,0.468,1.017
01564,大空町,6775,2502,637,251.0,2502,6775,1473,0.5887,4260,0.6288,1788,0.7146,4954,0.7312,2222,1299,0.5192,0.1369,343.0,0.233,0.192,0.264
01520,幌延町,2371,682,186,235.0,682,2371,401,0.588,1314,0.5542,547,0.8021,1861,0.7849,579,379,0.5557,0.2622,179.0,0.446,0.327,0.472
01404,神恵内村,846,441,68,415.0,441,844,259,0.5873,426,0.5047,328,0.7438,590,0.6974,328,251,0.5692,0.4733,212.0,0.806,0.636,0.832
12329,栄町,20068,7820,684,732.0,7820,20068,4592,0.5872,11944,0.5952,4946,0.6325,12345,0.6152,6840,3139,0.4014,0.2411,1890.0,0.411,0.381,0.601
22226,牧之原市,43382,13773,2054,429.0,13773,43382,8082,0.5868,24244,0.5588,9453,0.6863,29180,0.6726,11167,6545,0.4752,0.2319,3208.0,0.395,0.338,0.488
30204,有田市,26538,9263,804,737.0,9263,26538,5433,0.5865,15292,0.5762,6280,0.678,18065,0.6807,8213,3329,0.3594,0.3226,2991.0,0.55,0.476,0.898
20208,小諸市,41027,13774,1902,463.0,13774,41027,8077,0.5864,24375,0.5941,9397,0.6822,27959,0.6815,10945,5885,0.4273,0.2045,2816.0,0.349,0.3,0.479
39205,土佐市,25638,9413,1189,507.0,9413,25638,5519,0.5863,14795,0.5771,6615,0.7028,17435,0.68,8329,4870,0.5174,0.1855,1755.0,0.316,0.264,0.359
24201,津市,274408,80708,7486,690.0,80708,274406,47278,0.5858,150590,0.5488,54709,0.6779,176364,0.6427,69768,33651,0.4169,0.2413,19485.0,0.412,0.356,0.579
01482,小平町,2974,1201,273,282.0,1201,2974,703,0.5853,1823,0.613,789,0.657,2086,0.7014,1201,606,0.5046,0.4315,518.0,0.737,0.657,0.855
24212,熊野市,15941,7072,1102,411.0,7072,15938,4139,0.5853,9146,0.5738,5530,0.782,12057,0.7564,5988,3613,0.5109,0.3806,2707.0,0.65,0.487,0.745
01397,留寿都村,1911,499,183,175.0,499,1911,292,0.5852,905,0.4736,262,0.5251,872,0.4563,350,171,0.3427,0.3795,187.0,0.648,0.723,1.107
44204,日田市,62676,22382,3226,444.0,22382,62676,13085,0.5846,32828,0.5238,14030,0.6268,35365,0.5643,17966,10026,0.4479,0.2465,5517.0,0.422,0.393,0.55
01304,新篠津村,3038,1134,360,202.0,1134,3038,662,0.5838,1781,0.5862,800,0.7055,2193,0.7219,1029,606,0.5344,0.226,258.0,0.387,0.32,0.423
37205,観音寺市,57355,19418,2520,493.0,19418,57355,11322,0.5831,32753,0.5711,13829,0.7122,39353,0.6861,16468,8121,0.4182,0.2174,4225.0,0.373,0.305,0.52
01209,夕張市,7334,3839,628,391.0,3839,7334,2235,0.5822,4226,0.5762,2588,0.6741,4957,0.6759,2863,1959,0.5103,0.4126,1579.0,0.709,0.612,0.809
16207,黒部市,39587,12506,1890,423.0,12489,39561,7265,0.5817,21793,0.5509,8650,0.6917,26433,0.6677,11036,5833,0.4664,0.2462,3081.0,0.423,0.356,0.528
06207,上山市,29135,11500,1200,613.0,11500,29135,6683,0.5811,15738,0.5402,7343,0.6385,17713,0.608,9853,5683,0.4942,0.2118,2411.0,0.364,0.332,0.429
19213,甲州市,29192,10721,1664,412.0,10721,29192,6228,0.5809,16117,0.5521,7084,0.6608,18769,0.643,9198,4283,0.3995,0.2785,2985.0,0.479,0.422,0.697
47360,伊是名村,1307,408,85,307.0,408,1307,237,0.5809,774,0.5922,234,0.5735,767,0.5868,318,182,0.4461,0.4244,173.0,0.731,0.74,0.951
01216,芦別市,12555,6007,776,495.0,6007,12555,3489,0.5808,6818,0.5431,4221,0.7027,8399,0.669,5462,2635,0.4387,0.3381,2027.0,0.582,0.481,0.771
40381,芦屋町,13613,4336,270,1028.0,4336,13613,2518,0.5807,7966,0.5852,3135,0.723,9447,0.694,3470,2054,0.4737,0.3332,1454.0,0.574,0.461,0.703
46225,姶良市,76299,23932,2490,615.0,23932,76299,13895,0.5806,38759,0.508,15748,0.658,45446,0.5956,21031,9174,0.3833,0.3201,7664.0,0.551,0.486,0.835
01638,中札内村,3884,1118,301,238.0,1118,3884,649,0.5805,2326,0.5989,756,0.6762,2777,0.715,1061,469,0.4195,0.2618,293.0,0.451,0.387,0.624
10345,吉岡町,21794,5223,708,472.0,5223,21794,3031,0.5803,13166,0.6041,3297,0.6312,14526,0.6665,4548,1955,0.3743,0.2029,1058.0,0.35,0.321,0.542
01545,斜里町,11414,3834,685,358.0,3834,11414,2224,0.5801,6833,0.5987,2481,0.6471,7607,0.6665,3052,1525,0.3978,0.2618,1005.0,0.451,0.405,0.658
21205,関市,85366,26047,3250,513.0,26047,85366,15103,0.5798,47494,0.5564,18088,0.6944,58029,0.6798,23101,11518,0.4422,0.2629,6836.0,0.453,0.379,0.595
31203,倉吉市,46672,16080,1993,516.0,16080,46672,9307,0.5788,25458,0.5455,10100,0.6281,28191,0.604,13306,6799,0.4228,0.2419,3879.0,0.418,0.385,0.572
19423,西桂町,4028,1229,141,558.0,1229,4028,710,0.5777,2550,0.6331,814,0.6623,2894,0.7185,1229,480,0.3906,0.2814,346.0,0.487,0.425,0.721
15222,上越市,188009,61444,7571,519.0,61436,187995,35467,0.5773,100302,0.5335,42596,0.6932,122629,0.6523,54595,27104,0.4411,0.2197,13500.0,0.38,0.317,0.498
11210,加須市,111848,33302,4176,510.0,33302,111848,19222,0.5772,62963,0.5629,22278,0.669,74281,0.6641,29914,14575,0.4377,0.2465,8205.0,0.427,0.368,0.563
19205,山梨市,33520,11421,1608,455.0,11421,33520,6592,0.5772,18699,0.5578,7952,0.6963,22939,0.6843,10298,4536,0.3972,0.2974,3389.0,0.515,0.427,0.749
01228,深川市,20043,8528,1338,408.0,8528,20043,4912,0.576,11079,0.5528,5908,0.6928,13662,0.6816,7937,4066,0.4768,0.3482,2975.0,0.605,0.503,0.73
06301,山辺町,13747,4676,469,638.0,4676,13747,2692,0.5757,7542,0.5486,3024,0.6467,8429,0.6132,4036,1804,0.3858,0.1756,828.0,0.305,0.272,0.455
34208,府中市,37675,14406,1794,514.0,14406,37675,8294,0.5757,20294,0.5387,9967,0.6919,24671,0.6548,10875,6523,0.4528,0.2386,3429.0,0.414,0.345,0.527
20203,上田市,154041,47117,5268,572.0,47117,154041,27122,0.5756,86963,0.5645,31914,0.6773,102499,0.6654,41088,18641,0.3956,0.2162,10191.0,0.376,0.319,0.547
18204,小浜市,28793,9207,1196,493.0,9207,28793,5300,0.5756,16120,0.5599,6249,0.6787,19007,0.6601,7583,4639,0.5039,0.3676,3411.0,0.639,0.542,0.73
21217,飛騨市,22523,9098,1280,455.0,9098,22523,5232,0.5751,12965,0.5756,5746,0.6316,14088,0.6255,7306,4433,0.4872,0.3184,2898.0,0.554,0.504,0.653
17202,七尾市,49934,19220,2778,443.0,19183,49815,11030,0.575,28006,0.5622,12577,0.6544,32853,0.6579,15515,9357,0.4868,0.2229,4317.0,0.388,0.341,0.458
38203,宇和島市,69415,27623,2961,597.0,27571,69277,15803,0.5732,37478,0.541,16868,0.6107,40634,0.5854,21793,13061,0.4728,0.3281,9251.0,0.572,0.537,0.694
28219,三田市,109151,28831,2555,722.0,28831,109151,16525,0.5732,58795,0.5387,18838,0.6534,67435,0.6178,23427,10963,0.3803,0.3666,10577.0,0.64,0.561,0.964
09205,鹿沼市,93966,28475,4732,385.0,28475,93966,16316,0.573,48308,0.5141,18430,0.6472,54956,0.5848,23852,12828,0.4505,0.2375,6770.0,0.414,0.367,0.527
01392,寿都町,2775,1159,215,345.0,1159,2775,664,0.5729,1336,0.4814,921,0.7947,2288,0.8245,1159,500,0.4314,0.455,531.0,0.794,0.573,1.055
01455,比布町,3520,1462,382,245.0,1462,3520,836,0.5718,2034,0.5778,1082,0.7401,2567,0.7293,1236,900,0.6156,0.2887,422.0,0.505,0.39,0.469
12230,八街市,67136,20879,2612,512.0,20879,67136,11939,0.5718,37561,0.5595,12855,0.6157,40311,0.6004,17607,7248,0.3471,0.2143,4481.0,0.375,0.348,0.617
40205,飯塚市,126429,39746,3620,703.0,39746,126429,22705,0.5713,69163,0.5471,27235,0.6852,81600,0.6454,34372,15821,0.3981,0.319,12675.0,0.558,0.466,0.802
38210,伊予市,35081,11938,1621,471.0,11929,35069,6814,0.5712,18006,0.5134,7852,0.6577,21385,0.6096,9620,4870,0.4079,0.2668,3200.0,0.467,0.406,0.654
17209,かほく市,34859,10308,1107,596.0,10308,34859,5887,0.5711,19117,0.5484,7166,0.6952,22670,0.6503,9212,3935,0.3817,0.1686,1739.0,0.295,0.243,0.442
43203,人吉市,31076,11629,1432,520.0,11629,31076,6639,0.5709,17216,0.554,7488,0.6439,19913,0.6408,9466,4871,0.4189,0.2711,3158.0,0.475,0.421,0.647
01303,当別町,15931,5578,991,360.0,5578,15931,3183,0.5706,9065,0.569,3839,0.6882,10332,0.6485,5225,2857,0.5122,0.3511,1950.0,0.615,0.51,0.685
08443,阿見町,48817,13402,1578,544.0,13402,48817,7640,0.5701,24657,0.5051,8838,0.6595,30701,0.6289,12185,5407,0.4034,0.2822,3770.0,0.495,0.428,0.699
45202,都城市,160610,50725,6786,478.0,50725,160610,28903,0.5698,82977,0.5166,33527,0.661,97563,0.6075,42193,21343,0.4208,0.2285,11576.0,0.401,0.346,0.543
39212,香美市,26440,10100,1558,415.0,10100,26440,5754,0.5697,12993,0.4914,6302,0.624,14643,0.5538,8279,4647,0.4601,0.325,3290.0,0.57,0.521,0.706
03322,矢巾町,28175,7365,1205,391.0,7365,28175,4193,0.5693,13256,0.4705,4726,0.6417,15666,0.556,6384,3392,0.4606,0.2033,1498.0,0.357,0.317,0.441
01644,池田町,6294,2725,572,305.0,2725,6294,1550,0.5688,3464,0.5504,1929,0.7079,4385,0.6967,2419,1521,0.5582,0.2652,727.0,0.466,0.375,0.475
03211,釜石市,32072,12778,1280,639.0,12778,32069,7267,0.5687,18611,0.5803,9171,0.7177,23105,0.7204,11558,6016,0.4708,0.3258,4164.0,0.573,0.454,0.692
10209,藤岡市,63263,20506,2380,551.0,20506,63263,11661,0.5687,34255,0.5415,14746,0.7191,44148,0.6978,18210,8126,0.3963,0.2005,4108.0,0.353,0.279,0.506
30202,海南市,48256,17670,1710,661.0,17606,48137,10013,0.5687,26754,0.5558,11164,0.6318,30474,0.6315,14807,7060,0.3995,0.3336,5912.0,0.587,0.528,0.835
24204,松阪市,159204,47815,5145,595.0,47815,159202,27121,0.5672,83037,0.5216,31189,0.6523,96240,0.6045,41153,19826,0.4146,0.2161,10326.0,0.381,0.331,0.521
11216,羽生市,52887,15840,1974,514.0,15840,52887,8981,0.567,29079,0.5498,10085,0.6367,34031,0.6435,13758,7259,0.4583,0.2354,3724.0,0.415,0.37,0.514
21203,高山市,84423,28096,3937,457.0,28096,84423,15916,0.5665,48504,0.5745,17451,0.6211,52302,0.6195,22257,12322,0.4386,0.2641,7420.0,0.466,0.425,0.602
01563,雄武町,4171,1407,316,285.0,1407,4171,797,0.5665,2456,0.5888,1035,0.7356,3192,0.7653,1335,865,0.6148,0.3231,459.0,0.57,0.439,0.526
38206,西条市,104798,34396,4050,544.0,34396,104792,19477,0.5663,54877,0.5237,22366,0.6503,64107,0.6117,28834,13877,0.4034,0.2734,9406.0,0.483,0.42,0.678
39403,越知町,5200,2448,329,476.0,2448,5200,1386,0.5662,2798,0.5381,1643,0.6712,3482,0.6696,1650,1004,0.4101,0.2633,643.0,0.465,0.392,0.642
07212,南相馬市,58998,20778,3879,343.0,20778,58998,11742,0.5651,32508,0.551,13359,0.6429,37836,0.6413,18267,8679,0.4177,0.2405,5002.0,0.426,0.374,0.576
05368,大潟村,3011,954,97,629.0,954,3011,539,0.565,1652,0.5487,788,0.826,2575,0.8552,840,540,0.566,0.2943,281.0,0.521,0.356,0.52
46204,枕崎市,20027,8175,933,561.0,8167,20006,4614,0.565,11155,0.5576,5374,0.6574,13117,0.655,6179,3754,0.4592,0.3261,2671.0,0.577,0.496,0.71
22208,伊東市,65459,27965,2519,711.0,27958,65447,15794,0.5649,34684,0.53,16754,0.5991,37865,0.5785,20331,10874,0.3888,0.3602,10072.0,0.638,0.601,0.926
42202,佐世保市,242263,76909,7041,699.0,76689,241268,43287,0.5644,133389,0.5529,44714,0.5814,132857,0.5484,60293,26523,0.3449,0.3857,29763.0,0.683,0.663,1.118
06211,東根市,47757,13435,1510,569.0,13435,47757,7580,0.5642,25367,0.5312,8966,0.6674,30128,0.6309,11614,5478,0.4077,0.234,3145.0,0.415,0.351,0.574
47308,本部町,12400,4091,771,340.0,4091,12400,2307,0.5639,7086,0.5715,2316,0.5661,7244,0.5842,2939,1686,0.4121,0.2958,1215.0,0.525,0.523,0.718
18209,越前市,80567,23708,2704,561.0,23708,80567,13349,0.5631,44547,0.5529,15324,0.6464,51165,0.6351,19772,9851,0.4155,0.304,7216.0,0.54,0.47,0.732
07204,いわき市,332954,102301,11351,577.0,102292,332917,57575,0.5628,175548,0.5273,66686,0.6519,206317,0.6197,89717,40984,0.4006,0.2517,25755.0,0.447,0.386,0.628
02401,野辺地町,12343,4713,533,566.0,4713,12343,2651,0.5625,6736,0.5457,3055,0.6482,7732,0.6264,4249,1634,0.3467,0.3994,1883.0,0.71,0.616,1.152
22213,掛川市,115013,32091,4311,476.0,32091,115013,18035,0.562,59877,0.5206,22069,0.6877,74310,0.6461,27583,13216,0.4118,0.2631,8431.0,0.468,0.383,0.639
04445,加美町,21949,8142,1635,319.0,8142,21949,4575,0.5619,11363,0.5177,5291,0.6498,13062,0.5951,6914,3979,0.4887,0.2007,1633.0,0.357,0.309,0.411
01233,伊達市,32802,12594,1422,567.0,12594,32798,7071,0.5615,17253,0.526,8306,0.6595,19914,0.6071,11663,4643,0.3687,0.3386,4267.0,0.603,0.513,0.919
09203,栃木市,155549,49199,6899,456.0,49199,155549,27626,0.5615,82133,0.528,32162,0.6537,99705,0.641,42883,20397,0.4146,0.2557,12576.0,0.455,0.391,0.617
44203,中津市,82736,24804,3654,434.0,24804,82731,13916,0.561,44660,0.5398,15546,0.6268,50229,0.6071,21116,9020,0.3637,0.2945,7313.0,0.525,0.47,0.81
01428,長沼町,10273,3964,998,254.0,3964,10273,2223,0.5608,5739,0.5586,2644,0.667,7052,0.6865,3778,1786,0.4506,0.2311,917.0,0.412,0.346,0.513
01637,芽室町,18049,5528,997,355.0,5528,18049,3100,0.5608,10020,0.5552,3599,0.651,11577,0.6414,4671,2191,0.3963,0.1804,998.0,0.322,0.277,0.455
12205,館山市,45100,17744,2166,524.0,17731,45080,9940,0.5606,24038,0.5332,10769,0.6069,26764,0.5934,14561,6434,0.3626,0.2813,4988.0,0.502,0.463,0.776
09209,真岡市,78283,21226,4058,335.0,21226,78283,11895,0.5604,39964,0.5105,14135,0.6659,48228,0.6161,18191,9085,0.428,0.2138,4535.0,0.381,0.321,0.499
02204,黒石市,31904,10906,1075,649.0,10906,31904,6111,0.5603,18044,0.5656,6985,0.6405,20560,0.6444,9271,3835,0.3516,0.3284,3593.0,0.586,0.513,0.934
30404,上富田町,15107,4081,636,411.0,4081,15107,2286,0.5602,8607,0.5697,2747,0.6731,9937,0.6578,3460,1689,0.4139,0.3362,1383.0,0.6,0.499,0.812
36203,小松島市,36311,12588,1341,601.0,12581,36289,7039,0.5595,20465,0.5639,8447,0.671,24502,0.6748,11057,5243,0.4165,0.2749,3444.0,0.491,0.41,0.66
19424,忍野村,9097,1766,358,316.0,1766,9097,988,0.5595,5398,0.5934,1058,0.5991,5750,0.6321,1324,604,0.342,0.2508,454.0,0.448,0.419,0.733
12210,茂原市,86807,28788,3377,546.0,28788,86807,16091,0.5589,45522,0.5244,18395,0.639,54335,0.6259,25054,10922,0.3794,0.2411,6937.0,0.431,0.377,0.635
01460,上富良野町,10345,3311,585,362.0,3311,10345,1850,0.5587,5424,0.5243,2416,0.7297,7357,0.7112,2841,1376,0.4156,0.2736,907.0,0.49,0.375,0.658
45401,高鍋町,19898,6502,905,460.0,6502,19898,3632,0.5586,10128,0.509,3894,0.5989,11051,0.5554,5391,3028,0.4657,0.236,1534.0,0.422,0.394,0.507
35215,周南市,137612,44783,4609,622.0,44729,137505,24975,0.5584,68102,0.4953,26050,0.5817,73592,0.5348,35635,17955,0.4009,0.2298,10280.0,0.412,0.395,0.573
20215,塩尻市,67267,19157,2142,572.0,19157,67267,10654,0.5561,33030,0.491,12507,0.6529,40320,0.5994,17190,7546,0.3939,0.2397,4592.0,0.431,0.367,0.609
01396,真狩村,2045,698,226,198.0,698,2045,388,0.5559,1124,0.5496,428,0.6132,1334,0.6523,518,382,0.5473,0.2859,202.0,0.514,0.466,0.522
43216,合志市,62161,15162,1235,786.0,15162,62161,8423,0.5555,31307,0.5036,9575,0.6315,37518,0.6036,12449,5747,0.379,0.2607,3899.0,0.469,0.413,0.688
